MLS,Property,Status,Type,City,Sold Price,Sold Date,List Price,List Date,Bed,Bath,Kitchen,Tax,year,Floor,Lot,Levels,Parking,Photos,Address,GPS,URL,Agency,Description,Feature,Influence,Amenities
R2705379,47805 EXTROM ROAD,Sold,House,Chilliwack,"$1,350,000",07/04/2022,"$1,399,900",06/30/2022,3,2,1,"$4,762 in 2022",1993,"3,015",107593 SqFt.,-,"Garage; Double,Open,RV Parking Avail.",40,"47805 Extrom Rd #2, Chilliwack, BC V2R 4T4, Canada","49.09523, -121.90154",https://www.bccondosandhomes.com/listing/r2705379-2-47805-extrom-road,Century 21 Creekside Realty (Luckakuck),"Relax & enjoy the serene MOUNTAIN VIEWS from this PRIVATE hilltop home nestled in the highly sought-after community of Ryder Lake! Main floor features a large, OPEN CONCEPT kitchen/dining area w/ French doors leading to a huge stone patio to enjoy a morning coffee. Master bdrm, 2nd bdrm, laundry/mudroom, separate large living room with HUGE vaulted, shiplap ceilings & gas f/p. Upstairs boasts open concept LOFT w/ balcony, cozy office/reading room, ample storage, 2nd bthrm & HUGE 3rd bdrm. Downstairs is a large rec-room, and double car garage w/ room for toys & a CHARGER for your ELECTRIC VEHICLE! Nestled on 2.47 acres, this property contains 3 fenced pens, 2-stall barn built w/timbers from the property, chicken coops, greenhouse & garden. A 10-minute drive to town & feels like paradise!",ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener,Private Setting Private Yard Rural Setting Shopping Nearby Treed, Barn Garden Green House Storage
R2718634,46906 RUSSELL ROAD,Sold,Townhouse,Sardis,"$585,000",08/26/2022,"$589,000",08/24/2022,3,3,1,"$2,112 in 2022",2002,"1,481",,-,"Garage; Double,Visitor Parking",21,26 - 46906 Russell Road,,https://www.bccondosandhomes.com/listing/r2718634-26-46906-russell-road,HomeLife Advantage Realty Ltd,"Move in ready 3 bedroom 2.5 bathroom promontory townhouse in desirable Russell Heights. Enter through the from foyer which welcomes you to your well laid out main floor plan to the kitchen, dining and living room. The kitchen has had almost all appliances replaced with top of the line stainless steel LG. The flooring has been replaced by the previous owner and shows almost like new. Sleep nice and cool as this is upstairs off the bedroom so no need to haul everything downstairs. Access to the crawl space for storage off the double garage is ideal and set up perfectly to get in and out with your boxes of seasonal items. Don't miss this one!",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener Smoke Alarm,Paved Road Recreation Nearby Shopping Nearby, Air Cond./Central In Suite Laundry
R2717730,45659 HENDERSON AVENUE,Sold,House,Chilliwack,"$755,000",08/27/2022,"$799,000",08/18/2022,5,2,1,"$3,102 in 2022",1963,"2,488",8712 SqFt.,-,"Carport; Single,DetachedGrge/Carport",26,"45659 Henderson Ave, Chilliwack, BC V2P 2Y4, Canada","49.1755, -121.96115",https://www.bccondosandhomes.com/listing/r2717730-45659-henderson-avenue,eXp Realty (Branch),"First time home buyer with a plan for the future ! or Investors Alert Future zoning allows for Multi family or 2 lot rezoning . Current zoning allows for carriage/garden home 5 bedroom 2 bath solid home with newer windows and roof. Built in vacuum, gas fireplace upstairs and wood fireplace downstairs, solid wood kitchen cupboards and air conditioning! Separate entrance to the basement from the carport could allow for unauthorized suite. Huge 20 X 25 shop with double garage doors electric and water.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Freezer Smoke Alarm Sprinkler - Fire Storage Shed Vacuum - Built In,Central Location Private Setting Private Yard Recreation Nearby Shopping Nearby, Playground
R2707199,835 ANGUS PLACE,Sold,House,Harrison Hot Springs,"$900,000",09/03/2022,"$959,900",07/06/2022,3,2,1,"$3,085 in 2022",2000,"1,440",10019 SqFt.,-,"Add. Parking Avail.,RV Parking Avail.",26,"835 Angus Pl, Harrison Hot Springs, BC V0M 1K0, Canada","49.28671, -121.77906",https://www.bccondosandhomes.com/listing/r2707199-835-angus-place,HomeLife Advantage Realty Ltd,"Beautifully crafted 3 bedroom, 2 bathroom Rancher on a quiet cul de sac & huge corner lot. Features open concept living, full of natural light & high quality laminate throughout. Gas fireplace w/ Italian tile in living. Kitchen features an island, gas range, SS appliances & Quartz countertops. Master has ensuite w/ jetted shower panel w/ glass doors & direct access to enjoy the jacuzzi & mountain views. Large & private backyard boasts a wrap around deck & jacuzzi, raised vegetable beds, pond & stamped concrete patio. Offers on demand hot water and heating via Combination boiler, heated workshop, 4 ft Crawl Space with Concrete floor for extra storage, Generator hook up, large covered front porch & huge driveway. The side yard access is ideal for the RV. Bring an offer Sellers are Motivated",ClthWsh/Dryr/Frdg/Stve/DW Hot Tub Spa/Swirlpool,-, Garden Swirlpool/Hot Tub Workshop Detached
R2717456,9025 216 STREET,Sold,Townhouse,Langley,"$980,000",09/11/2022,"$999,900",08/17/2022,3,3,1,"$3,967 in 2022",1996,"1,950",,-,Garage; Double,35,"9025 216 St #20, Langley, BC V1M 2X6, Canada","49.16774, -122.62584",https://www.bccondosandhomes.com/listing/r2717456-20-9025-216-street,RE/MAX Treeland Realty,"Coventry Woods~ private, peaceful & perfect! This gated community w/ clubhouse, pool & gym = vacay at home! Fully & professionally renovated w/ 1950 sq ft, 3 bdrms, 3 bthrms plus den! Main flr offers a formal living rm w/ gas fireplace & dining rm ~ perfect for entertaining! Head to the stunning kitchen w/ tons of cabinetry, gas, quartz & island seating for 4! Family rm is perfect for tv time & there is a convenient 2 pc powder rm. Step out to your outdoor sanctuary w/ new deck (gas hook up) & completely private west facing yard backing onto greenbelt! Huge master retreat w/ walk in closet & spa like 5 pc new ensuite. Sleep cool w/ the A/C 2 head mini split. There is a renovated 5 pc main bth, barn door leading to laundry rm & 2 more well sized bdrms. Double garage! Too much to list!",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Disposal - Waste Vacuum - Built In,Central Location Greenbelt Private Setting Private Yard Recreation Nearby Shopping Nearby, Club House Exercise Centre In Suite Laundry Pool; Outdoor Swirlpool/Hot Tub
R2716956,7610 EVANS ROAD,Sold,Mobile,Chilliwack,"$229,900",08/31/2022,"$229,900",08/15/2022,2,1,1,$682 in 2022,1987,"1,020",,-,Carport; Single,23,"7610 Evans Rd #2, Chilliwack, BC V2R 2Z5, Canada","49.13425, -121.97762",https://www.bccondosandhomes.com/listing/r2716956-2-7610-evans-road,Century 21 Creekside Realty,"Lovely bright home in the heart of Sardis, within walk to shopping, restaurants & walking trails. Easy access to Hwy 1. This home has been well maintained with newer paint throughout, laminate flooring, newer furnace, countertops & backsplash. Featuring 2 Bdrms + Den, which has access to a fenced back yard. Vaulted ceiling, skylites and an open Living Rm/Dining Rm floorplan. Mstr Bdrm has plenty of closet space and adjoins a 5 pce bathroom with soaker tub & separate shower. There is a large covered sundeck along with covered parking and only a few steps away to visitor parking. 2 Small pets ok. Age restriction of 55+.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW,Adult Oriented Central Location, Garden In Suite Laundry
R2714831,504 - 511 ROCHESTER AVENUE,Sold,Apartment,Coquitlam,"$630,000",09/03/2022,"$650,000",08/05/2022,2,2,1,"$2,458 in 2021",2007,887,,-,Garage; Underground,14,"511 Rochester Ave, Coquitlam, BC V3K 0A2, Canada","49.24562, -122.89075",https://www.bccondosandhomes.com/listing/r2714831-504-511-rochester-avenue,Nu Stream Realty Inc.,"INCREDIBLE VALUE for this almost 900 sq. ft. two bedrooms with two bathrooms apartment in Coquitlam West. The bedrooms are at opposite ends for privacy. The living room has wood floors and access to a spacious 10' X 8' covered balcony. Newly painted and shows well. Great location walking distance to restaurants, shopping, Skytrain and Lougheed Mall. Pets and rentals allowed with restrictions. Come with One Secured Underground Parking and One Locker !",ClthWsh/Dryr/Frdg/Stve/DW Microwave,-, Exercise Centre Recreation Center
R2717286,46451 MAPLE AVENUE,Sold,Townhouse,Chilliwack,"$585,000",08/28/2022,"$599,999",08/17/2022,3,3,1,"$1,926 in 2022",1997,"1,586",,-,Garage; Double,27,"46451 Maple Ave #101, Chilliwack, BC V2P 2J7, Canada","49.17291, -121.93856",https://www.bccondosandhomes.com/listing/r2717286-101-46451-maple-avenue,Century 21 Creekside Realty (Luckakuck),"READY TO MOVE IN! Turnkey family friendly END UNIT townhome with 3 beds, 2.5 bathrooms, double car garage, CENTRAL A/C, hardwood floors throughout and plenty of natural light. The main floor offers a LARGE open family room with a gas fireplace that flows into the tiled kitchen and dining area. A private fenced backyard with a large additional yard space on the side. Upstairs offers a master bedroom oasis with a walk-in closet, feature wall and master ensuite. 2 additional large bedrooms, 1 with a window seat, laundry, and another full bath make up the rest of the upper floor. All major appliances (washer, dryer, dishwasher, fridge w/waterline) upgraded in the last 3 years! Furnace and A/C installed last year. A family friendly community complex with no rentals allowed and is pet friendly!",Clothes Dryer Clothes Washer Refrigerator Stove,Central Location Private Yard Recreation Nearby Shopping Nearby,-
R2700747,720 RIVER PARADE,Sold,House,Hope,"$550,000",09/01/2022,"$685,000",06/15/2022,3,3,1,"$2,833 in 2021",1980,"1,906",7274 SqFt.,-,Carport; Single,40,720 River Parade,,https://www.bccondosandhomes.com/listing/r2700747-720-river-parade,RE/MAX Nyda Realty (Hope),Well priced family home. Build equity here. This home is clean and very functional. Customize to your personality with new kitchen or bath or just some flooring and your favourite colour palate. An in law suite downstairs could provide additional income. Investigate shop possibilities with this 70 foot wide lot or check into rezoning for an additional accommodations. Many possibilities.,ClthWsh/Dryr/Frdg/Stve/DW,-,-
R2715915,11104 UPPER CANYON ROAD,Sold,House,Delta,"$1,555,000",08/30/2022,"$1,625,000",08/09/2022,4,3,1,"$4,474 in 2021",1988,"3,250",5005 SqFt.,-,Garage; Double,40,"11104 Upper Canyon Rd, Delta, BC V4E 3M1, Canada","49.13003, -122.91485",https://www.bccondosandhomes.com/listing/r2715915-11104-upper-canyon-road,Sutton Group-Alliance R.E.S.,"Welcome to Sunshine Hills North Delta. Enter this meticulously maintained home and be greeted in the spacious foyer. The living room invites you in with its beautiful cedar plank ceiling, gas fireplace and abundant natural light from SW facing windows. The dining room seamlessly flows into the open kitchen and breakfast area. Enjoy time with family and friends in the sunken family room and private backyard with a wonderful deck for BBQ's. The upper level boasts four large bedrooms and two full washrooms. The master bedroom features a four piece ensuite with stand up shower and soaker tub The basement features an entertainment room + flex spaces for storage or office. Top Seaquam + Sunshine Hills School Catchment. Amazing access to HWY's & Shopping.",ClthWsh/Dryr/Frdg/Stve/DW,Cul-de-Sac Golf Course Nearby Private Yard Recreation Nearby Shopping Nearby,-
R2713999,9867 INGLEWOOD CRESCENT,Sold,House,Chilliwack,"$800,000",08/23/2022,"$849,000",08/03/2022,5,2,1,"$2,818 in 2022",1956,"2,701",8383 SqFt.,-,Garage; Double,38,"9867 Inglewood Crescent, Chilliwack, BC V2P 5L7, Canada","49.18133, -121.94159",https://www.bccondosandhomes.com/listing/r2713999-9867-inglewood-crescent,Stonehaus Realty Corp.,"Beautiful family home in nice quiet neighbourhood. This Bright and spacious rancher with a basement has 5 Bedroom, 2 bathroom and backs onto Hope River offering picturesque views. Upstairs features an open and spacious design, perfect for entertaining and the stunning original hardwood oak floors. With 3 bedrooms up and 2 bedrooms downstairs there is enough room for the whole family plus a large rec room/ movie room, as well as 2 fireplaces and separate workshop/ storage areas. A lovely covered sundeck off the dining room is great for enjoying the hot summer days overlooking the peaceful backyard. Bonus new A/C (2021) Furnace (2018) SS Appliances (2017) updated plumbing and 220 wiring for a shop in the garage. Located close to shopping, parks and schools.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW,Private Setting Private Yard Shopping Nearby, Air Cond./Central In Suite Laundry
R2678581,603 - 2101 MCMULLEN AVENUE,Sold,Apartment,Vancouver,"$650,008",05/22/2022,"$689,000",04/19/2022,1,1,1,"$1,835 in 2021",1973,873,,-,Garage Underbuilding,19,"2101 McMullen Ave #603, Vancouver, BC V6L 3B4, Canada","49.24759, -123.15919",https://www.bccondosandhomes.com/listing/r2678581-603-2101-mcmullen-avenue,Nu Stream Realty Inc.,"Warm and bright SOUTH exposure, veryquiet and peaceful with beautiful naturallight and park outlook to mature trees,birds and garden. Excellent floor plan withan enclosed solarium (big to besecondary bedroom). The unit have beentastefully updated with Harwood flooring,granite counters, stainless steelappliances around 2013. Strata JUST ADDhookups for in suite clothes washer &dryer ! Features an outdoor heatedswimming pool. Fabulous Outdoor heatedsaltwater swimming pool, bike room!Steps to the new Arbutus Villagedevelopment, brand new Safeway, Parks,the Arbutus Club, the Greenway & transit.Easy access to UBC, Downtown & YVR.Quiet, convenient, well-managed! School-Prince of Wales and Trafalgar Elementary.",Clothes Washer Dishwasher Drapes/Window Coverings Refrigerator Smoke Alarm Stove,Central Location Private Setting, Elevator In Suite Laundry Pool; Outdoor Shared Laundry
R2688977,202 - 45744 SPADINA AVENUE,Sold,Apartment,Chilliwack,"$196,000",08/29/2022,"$251,500",05/16/2022,1,1,1,$673 in 2021,1982,581,,-,"Garage Underbuilding,Open",15,"45744 Spadina Ave #202, Chilliwack, BC V2P 1T6, Canada","49.16971, -121.95894",https://www.bccondosandhomes.com/listing/r2688977-202-45744-spadina-avenue,Sutton Group-West Coast Realty (Abbotsford),"Applewood Gardens. Rentable 1 bedroom, 1 bath apartment that is really clean and Vacant, ready to be owner occupied or rented to a tenant. Plenty of storage in unit. Galley style kitchen with pass through to eating area. Centrally located and walking distance to amenities in downtown Chilliwack and just around the corner from the hospital. Quick possession is a possibility. Secure underground parking is assigned by the onsite Property Manager.",Dishwasher Refrigerator Stove,Central Location Recreation Nearby Shopping Nearby, Elevator Shared Laundry
R2704134,19661 SOMERSET DRIVE,Sold,House,Pitt Meadows,"$1,225,000",08/30/2022,"$1,399,000",06/27/2022,4,3,1,"$5,121 in 2021",1989,"2,515",6262 SqFt.,-,Garage; Double,40,"19661 Somerset Dr, Pitt Meadows, BC V3Y 2E2, Canada","49.22366, -122.67528",https://www.bccondosandhomes.com/listing/r2704134-19661-somerset-drive,Keller Williams Elite Realty,"Welcome home to this charming split level home in the popular 'Somerset' Subdivision! Located just steps to Edith McDermott Elementary. With 3 bedrooms, 2 bathrooms on the top floor (including master ensuite) a function main floor layout including a sunken living room with fireplace, beautiful kitchen, and a large formal living room & dinning room. In the basement (6'1"" height) you have another bedroom, large play area, large crawl space and a den/storage room. Enjoy the large north facing lot with a functional, landscaped back yard, HOT TUB and a GREAT deck! With many recent updates, this home has everything you need for a growing family, lots of parking with a double garage in the front, and stay cool all summer with central A/C (Heat-pump)",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Windows - Thermo,Central Location Golf Course Nearby Private Setting Private Yard Recreation Nearby Shopping Nearby,-
R2713512,3337 ABBEY LANE,Sold,House,Coquitlam,"$1,678,900",08/29/2022,"$1,800,000",07/29/2022,3,3,1,"$4,895 in 2021",1992,"3,489",7926 SqFt.,-,"Garage; Double,RV Parking Avail.",35,"3337 Abbey Ln, Coquitlam, BC V3E 3G5, Canada","49.29598, -122.76379",https://www.bccondosandhomes.com/listing/r2713512-3337-abbey-lane,RE/MAX Sabre Realty Group,"This is an original owner and contemporary designed property in its day, that shows as new. It was always maintained by professionals. It is located on a quiet street and a greenbelt lot providing much privacy and usability for gardening or other hobbies. The basement is unfinished and has all the normal rough-ins. A wide driveway could accommodate an RV. All bedrooms, bathrooms and common rooms are bigger than other house plans of this vintage. ",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Jetted Bathtub Pantry Security - Roughed In Smoke Alarm Vacuum - Built In Vaulted Ceiling Wet Bar,Cul-de-Sac Greenbelt Paved Road Private Yard Shopping Nearby Treed,-
R2699726,14952 58 AVENUE,Sold,Townhouse,Surrey,"$730,000",08/29/2022,"$899,000",06/10/2022,3,2,1,"$2,378 in 2021",2000,"1,482",,-,Grge/Double Tandem,29,"14952 58 Ave #58, Surrey, BC V3S 9J2, Canada","49.10788, -122.80792",https://www.bccondosandhomes.com/listing/r2699726-58-14952-58-avenue,Century 21 AAA Realty Inc.,"WELCOME HOME! This 3-bed, 2 bath, 1480 sqft, townhome in Highbrae is sure to impress you! Well maintained home features a spacious living space, 9' high ceilings, functional kitchen/dining areas, gas fireplace, with tandem car garage, beautiful backyard backing right onto the quiet common grassy & treed area. Blocks away from school, parks, shopping, banks, restaurants, entertainment. Brand new roof and new gutter last year!!!",-,-, Club House Garden
R2718420,5550 LANGLEY BYPASS,Sold,Townhouse,Langley,"$875,000",09/07/2022,"$899,000",08/23/2022,2,2,1,"$2,785 in 2022",1988,"1,525",,-,Garage; Double,37,"5550 Langley Bypass #95, Langley, BC V3A 7Z3, Canada","49.11324, -122.66117",https://www.bccondosandhomes.com/listing/r2718420-95-5550-langley-bypass,RE/MAX Treeland Realty,"Beautiful rancher style townhome located in Langley’s desirable 55+ Riverwynde complex. Spacious open layout featuring many updates including laminate flooring throughout, white kitchen cabinets & counters, S/S appliances, modern light fixtures, ceiling fans, & tubular skylights providing natural light during the day. Family room beside kitchen w/ patio access. Living room boasts gas fireplace, separate dining area, & glass sliding door to the private patio which looks out to a peaceful greenbelt. Two spacious bedrooms including master w/ walk-in closet, & ensuite. 4 pc main bath & large laundry room. Double side-by-side garage & insulated crawlspace for extra storage. 2nd resident can be 45+. Gated complex features a beautiful pond system, community gardens, workshop, & clubhouse.",ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener Jetted Bathtub,Adult Oriented Gated Complex Greenbelt Private Setting Shopping Nearby, Club House Garden In Suite Laundry Storage Workshop Detached
R2711839,409 - 210 LEBLEU STREET,Sold,Apartment,Coquitlam,"$500,000",09/02/2022,"$529,900",07/23/2022,1,1,1,"$1,878 in 2021",2014,557,,-,Garage Underbuilding,22,"210 Lebleu St, Coquitlam, BC V3K 4L6, Canada","49.23818, -122.86772",https://www.bccondosandhomes.com/listing/r2711839-409-210-lebleu-street,Johnston Meier Insurance Agencies & Realty Ltd.,"Top floor one bedroom condo with views of Mount Baker. Nice and cool in the summer as it is a corner unit that provides a good cross breeze. Two tone kitchen with quartz counter tops and stainless appliances. Laminate floors through the living area and carpets in the bedroom. One parking stall and one storage locker. Pet friendly building. Great location with a bus stop in front of the building, shopping close by, Vancity in the bottom of the sister building and Macken Park just down the road. Great unit and location for first time buyers or retirees.",-,-, Bike Room Elevator Exercise Centre In Suite Laundry Storage
R2684282,3305 HENRY STREET,Sold,House,Port Moody,"$2,250,000",09/07/2022,"$2,495,000",05/03/2022,5,6,2,"$2,616 in 2021",2022,"3,814",4396 SqFt.,-,Garage; Double,40,3305 Henry Street,,https://www.bccondosandhomes.com/listing/r2684282-3305-henry-street,RE/MAX Sabre Realty Group,"Custom New Home with a 2 bdrm legal suite & a great mountain view! Fantastic Port Moody location! Tucked on quiet sidestreet, steps to Inlet Skytrain, Thrifty Foods, Port Moody Rec Centre, shops, craft breweries, restaurants, & parks. Quality new home with engineered wood floors, great floor plan & 10' ceilings on main floor. 5 bedrooms total with 5 1/2 baths. Double master bdrm design with 3 bdrms upstairs. Oversized kitchen w/ Island & pantry. Living area has 16' wide glass doors to rear yard. Heat pump - A/C. 2 Bedroom suite w/9' ceiling. Should rent for $2,000/ month. Bonus: 500 sq/ft office, hobby room, Man Cave or gym with full bathroom & separate entrance under garage. Showings by appt. Ready to Move in! Video https://youtu.be/XiYSXz02OKk",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW,Central Location Lane Access Marina Nearby Recreation Nearby Shopping Nearby,-
R2709057,8881 143A STREET,Sold,House,Surrey,"$1,320,000",08/24/2022,"$1,599,000",07/13/2022,4,3,1,"$3,900 in 2021",1986,"2,167",7120 SqFt.,-,"Add. Parking Avail.,Garage; Double",39,"8881 143a St, Surrey, BC V3V 7P7, Canada","49.16446, -122.82478",https://www.bccondosandhomes.com/listing/r2709057-8881-143a-street,Properly Homes,"Fantastic basement entry home that backs onto greenbelt with West facing backyard! Basement lays out nicely with suite potential. Neat, clean, & well maintained. Home on quiet cul de sac with a large flat 7120 sqft lot. Close to Shopping, Transit, Schools and Parks. Short walk to Gurdwara Nanaksar, Green Timbers Elementary, Bear Creek Park, Surrey Art Gallery & Civic Theatres. Centrally located. Fantastic upgrades with significant remodelling. A fabulous kitchen and huge island with quartz countertops, perfect for entertaining. Two gas fireplaces to keep you cozy. Huge private backyard overlooking the greenbelt, amazing for those summer BBQ's. Gated yard entry, park your boat on the side. Too many features to mention. Have your agent book a showing today!",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Fireplace Insert Garage Door Opener Microwave Smoke Alarm Storage Shed Vacuum - Built In,Central Location Cul-de-Sac Golf Course Nearby Greenbelt Recreation Nearby Shopping Nearby,-
R2710458,807 - 588 BROUGHTON STREET,Sold,Apartment,Vancouver,"$605,000",09/05/2022,"$619,000",07/19/2022,1,1,1,"$1,595 in 2022",1996,527,,-,Garage; Underground,33,807 - 588 Broughton Street,,https://www.bccondosandhomes.com/listing/r2710458-807-588-broughton-street,Engel & Volkers Vancouver,"First time homebuyer's dream home in the heart of Coal Harbour just steps away from the seawall and community centre. This bright and modern 1 Bedroom + Flex suite is perfect for young couples, professionals and investors. Open concept kitchen allows for efficient use of space and is perfect for entertaining guests while preparing your favourite dish. Large floor-to-ceiling windows capture an abundance of natural light and create a bright and inviting atmosphere. Designed by world-renowned architect ARTHUR ERICKSON, Harbourside Park is an impeccably detailed building. A very proactive strata, 588 Broughton features a pool and hot tub, fitness centre, 24-hour security, various meeting rooms and an on-site caretaker. Pet and rental friendly. Comes with 1 parking and 1 large storage.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Microwave Smoke Alarm Sprinkler - Fire,Central Location Marina Nearby Recreation Nearby Shopping Nearby Treed Waterfront Property, Bike Room Elevator Exercise Centre In Suite Laundry Recreation Center Storage
R2716926,0 66 AVENUE,Sold,House,Surrey,"$1,279,786",08/22/2022,"$1,350,000",08/17/2022,5,3,1,"$3,969 in 2021",1987,"2,224",7157 SqFt.,-,Garage; Double,13,"14052 66 Ave, Surrey, BC V3W 2B1, Canada","49.12256, -122.83294",https://www.bccondosandhomes.com/listing/r2716926-14052-66-avenue,Stonehaus Realty Corp.,"One of the best lots in East Newton! This 5 bedroom 3 bath heritage style home on a quiet cul-de-sac backs onto Hyland Creek. Close to schools, transit and 64th Ave for commuting. The basement is bright with 2 south-facing bedrooms, a large rec room w/ fireplace and 1 bath with a jacuzzi tub. Sliders lead to your south-facing lawn area. The upstairs you’ll find 3 more bedrooms and 2 bath, a living room and dining room with bright bay windows and a gas fireplace. The kitchen has an eating area with sliders to the south-facing deck (proceed with caution no railing) and stairs to the private lawn area. The bright Master bedroom also has sliders to the deck. The ensuite bathroom has (unfinished reno) a shower. This home has great bones but needs a renovation to return it to its former glory.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings,Central Location Cul-de-Sac Private Setting Private Yard Recreation Nearby Treed,-
R2696037,26816 30A AVENUE,Sold,House,Langley,"$965,000",08/31/2022,"$1,298,500",06/03/2022,3,3,1,"$4,416 in 2021",1973,"1,926",8964 SqFt.,-,Grge/Double Tandem,40,"26816 30a Ave, Aldergrove, BC V4W 3C5, Canada","49.05734, -122.48122",https://www.bccondosandhomes.com/listing/r2696037-26816-30a-avenue,RE/MAX Treeland Realty,"Large 8964 sq. ft. fully fenced property with backyard access, ROOM FOR SHOP, and RV parking.. Full height 24' x 10' workshop under Sundeck..Updated kitchen and flooring..Open Concept floor plan..3 or 4 bedrooms with updated 2.5 bathrooms.. Hugh Entertainment Size 25' x 10' Solarium/ Sundeck. Pictures tell the rest, have a look.",ClthWsh/Dryr/Frdg/Stve/DW,-,-
R2715912,221 - 32725 GEORGE FERGUSON WAY,Sold,Apartment,Abbotsford,"$390,000",08/22/2022,"$399,900",08/09/2022,2,2,1,"$1,562 in 2021",1992,920,,-,"Garage; Underground,Visitor Parking",9,"32725 George Ferguson Way #221, Abbotsford, BC V2T 5M5, Canada","49.0556, -122.31764",https://www.bccondosandhomes.com/listing/r2715912-221-32725-george-ferguson-way,Team 3000 Realty Ltd.,"WOW!! AMAZING VIEWS of Mt. Baker!! Unit faces onto quiet side of bldg with in-suite laundry overlooking the building’s private garden & trees!! Sun-Drenched Open-Concept 2 bed/2 bath + RARE BONUS: large insuite laundry room that doubles as an office/hobby room/storage. Updated Kitchen Like NEW, Stainless Steel Appliances, New Designer Flooring, and MODERN paint colours!! Big balcony so you can play host to summer BBQs!! WILL NOT LAST - MUST SEE!! All in one of the nicest buildings in Abbotsford!! Centrally located directly across street from restaurants and shops with on street bus stop, walk to the mall, superstore, bars/restaurants, Mill Lake, library, city hall, schools, Minutes to highway and UFV. Rentals & pets allowed.",-,-, In Suite Laundry
R2718051,305 - 41 ALEXANDER STREET,Sold,Apartment,Vancouver,"$849,000",08/26/2022,"$829,000",08/22/2022,1,1,1,"$2,130 in 2021",1991,900,,-,Garage; Underground,23,305 - 41 Alexander Street,,https://www.bccondosandhomes.com/listing/r2718051-305-41-alexander-street,Oakwyn Realty Ltd.,"Live in the heart of Gastown in a boutique style building at The Captain French! A tasteful blend of historic and modern welcomes you into this unique oversized 1 bed loft style home. This 900sqft open concept home features original brick details, exposed wood beams, wood floors and a beautiful gas fireplace. The gourmet kitchen with large island, oversized living and dining area is perfect to host gatherings. Home is large enough to set up an office space or reading nook. Enjoy the sweeping views of the North Shore mountains right out your window! Located in the vibrant community steps from many restaurants and shops. Fantastic common rooftop patio with bbq area.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, Bike Room Elevator In Suite Laundry Storage
R2693395,3393 198A STREET,Sold,House,Langley,"$1,385,000",08/24/2022,"$1,699,900",05/26/2022,4,3,1,"$5,110 in 2021",1988,"2,690",10089 SqFt.,-,"Add. Parking Avail.,Garage; Double",40,"3393 198a St, Langley, BC V3A 7Y9, Canada","49.06393, -122.67434",https://www.bccondosandhomes.com/listing/r2693395-3393-198a-street,RE/MAX Treeland Realty,"Gorgeous 2 storey home in Meadowbrook Estates cul-de-sac! Morning sun LVGRM w/cozy gas f/p & bay window. DNGRM large enough for everyone. Gourmet KITCHEN w/oodles of cabinets, central island, granite and white cabinets. The OFFICE w/seperate entrance, ideal for work at home. Sun drenhced EATING AREA overlooking beautifully landscaped BACKYARD. The sunken FAMRM opens to the patio & outdoor living. UPSTRS all bedrooms are generous size. Oversized garage, 12 x 14 workshop, garden shed, rare find!",Dishwasher Garage Door Opener Refrigerator Storage Shed Stove Windows - Thermo,Central Location Cul-de-Sac Private Setting Private Yard Recreation Nearby Rural Setting, Workshop Detached
R2713533,109 - 5375 205 STREET,Sold,Apartment,Langley,"$472,500",08/23/2022,"$499,999",08/02/2022,2,2,1,"$1,650 in 2022",1990,"1,150",,-,"Garage Underbuilding,RV Parking Avail.,Visitor Parking",33,"5375 205 St #109, Langley, BC V3A 7V7, Canada","49.09956, -122.65438",https://www.bccondosandhomes.com/listing/r2713533-109-5375-205-street,Sutton Group-West Coast Realty,"LOOK NO FURTHER! Spacious & bright 1150 sf 2 bdrm, 2 bath with an open floor plan & large balcony that can be accessed from both the living room & bedroom. Adult living at its best with amenities that incl. games/library & rec rooms, fitness center, workshop, guest suite, beautiful courtyard & gardens & RV parking. Glenmont Park boasts solid building & very well run proactive Strata. Centrally located within walking distance to shopping, restaurants, parks, transit, Seniors Center & more. Unit is not at ground level but on the 2nd floor, updates incl. gas fireplace, newer appliances, lighting, & new paint. Storage locker conveniently located on the same floor. Strata fees include hot water & heat, 55+, no pets, no rentals. Building is fully rain screened. Exterior paint done in 2019.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings,Adult Oriented Central Location Recreation Nearby Shopping Nearby, Elevator Exercise Centre Garden Guest Suite In Suite Laundry Recreation Center Storage Workshop Attached
